NA      | 103.29.63.253    | NA                  | LK | apnic    | 2011-05-17 | NA
48592   | 185.39.181.130   | 185.39.180.0/22     | IR | ripencc  | 2013-11-04 | DORNA-AS Shabakeh Gostar Dorna Cooperative Co.,IR
48659   | 195.8.52.2       | 195.8.52.0/23       | PL | ripencc  | 2008-12-22 | WIDE-NET-AS WIDE-NET Sp. z o.o.,PL
48670   | 94.230.160.79    | 94.230.160.0/21     | RU | ripencc  | 2008-12-30 | UNIS UNIS ISP Autonomous System,RU
48679   | 91.211.184.25    | 91.211.184.0/24     | RU | ripencc  | 2008-12-29 | CONSTSK-AS Consultant Ltd.,RU
48747   | 178.75.199.69    | 178.75.196.0/22     | BG | ripencc  | 2010-03-30 | LUKOVITNET Lukovitnet Ltd.,BG
48797   | 95.128.237.250   | 95.128.236.0/22     | HR | ripencc  | 2009-02-05 | OIV-AS Odasiljaci i veze d.o.o.,HR
48847   | 109.233.18.135   | 109.233.16.0/21     | LB | ripencc  | 2009-12-14 | CONNECT WAVES S.A.L,LB
48848   | 95.128.226.61    | 95.128.224.0/21     | RU | ripencc  | 2009-02-05 | RU-TELSERVT-MIX-AS Telekom Servis T at Moscow, MMTS9,RU
48863   | 213.138.164.57   | 213.138.160.0/20    | NO | ripencc  | 2008-11-05 | INFONETT Infonett Roros AS,NO
48885   | 91.212.77.5      | 91.212.77.0/24      | CH | ripencc  | 2009-02-18 | NEOCARRIER Neocarrier Communications Sarl,CH
48917   | 130.185.202.63   | 130.185.202.0/24    | BG | ripencc  | 2011-10-25 | OPTINETYAMBOL Optinet Ltd,BG
48917   | 130.185.204.6    | 130.185.204.0/24    | BG | ripencc  | 2011-10-25 | OPTINETYAMBOL Optinet Ltd,BG
48918   | 94.186.163.127   | 94.186.160.0/22     | DE | ripencc  | 2009-02-27 | GLOBALWAYS GLOBALWAYS AG,DE
48918   | 94.186.178.253   | 94.186.178.0/24     | DE | ripencc  | 2009-02-27 | GLOBALWAYS GLOBALWAYS AG,DE
48942   | 46.231.131.178   | 46.231.128.0/22     | FR | ripencc  | 2011-02-07 | ENOVANCE-AS eNovance,FR
48943   | 94.136.7.244     | 94.136.0.0/19       | AT | ripencc  | 2008-07-17 | KAPPERNET KAPPER NETWORK-COMMUNICATIONS GmbH,AT
48953   | 46.30.176.8      | 46.30.176.0/24      | TR | ripencc  | 2010-09-07 | BROADMAX Broadmax Iletisim Kollektif Sti,TR
48953   | 46.30.182.8      | 46.30.182.0/24      | TR | ripencc  | 2010-09-07 | BROADMAX Broadmax Iletisim Kollektif Sti,TR
48954   | 37.48.240.27     | 37.48.240.0/21      | GB | ripencc  | 2012-01-25 | AIMES-AS AIMES GRID SERVICES COMMUNITY INTEREST COMPANY,GB
48957   | 91.200.114.23    | 91.200.114.0/24     | UA | ripencc  | 2007-10-09 | NETWORK-LVIV-AS Joint Ukrainian American Enterprise _Telecommunications Resource Center_ ltd,UA
48961   | 195.114.102.151  | 195.114.102.0/23    | GB | ripencc  | 2005-12-20 | WARWICKNET WarwickNet,GB
48971   | 94.231.81.110    | 94.231.80.0/20      | CH | ripencc  | 2009-03-16 | DATAWIRE-AS DATAWIRE AG,CH
48972   | 95.130.232.5     | 95.130.232.0/21     | NL | ripencc  | 2009-03-16 | BETTER-BE Better.be B.V.,NL
49009   | 193.96.224.16    | 193.96.224.0/24     | DE | ripencc  |            | FFHH Freifunk Rheinland e.V.,DE
49009   | 193.96.224.18    | 193.96.224.0/24     | DE | ripencc  |            | FFHH Freifunk Rheinland e.V.,DE
49010   | 109.232.72.250   | 109.232.72.0/21     | DK | ripencc  | 2009-11-30 | HERNING-KOMMUNE-AS Herning Kommune,DK
49010   | 109.232.72.250   | 109.232.72.0/21     | DK | ripencc  | 2009-11-30 | HERNING-KOMMUNE-AS Herning Kommune,DK
49024   | 95.131.120.194   | 95.131.120.0/21     | DE | ripencc  | 2009-03-27 | FHE3 FHE3 GmbH,DE
49024   | 95.131.120.210   | 95.131.120.0/21     | DE | ripencc  | 2009-03-27 | FHE3 FHE3 GmbH,DE
49029   | 176.96.198.7     | 176.96.192.0/19     | UA | ripencc  | 2011-07-29 | PROLINK-AS PROLINK LLC,UA
49037   | 95.174.96.56     | 95.174.96.0/19      | RU | ripencc  | 2009-03-20 | MGL-AS Megalink Ltd.,RU
49063   | 130.193.65.237   | 130.193.65.0/24     | RU | ripencc  | 2011-10-26 | DTLN Dataline Ltd,RU
49063   | 185.3.140.102    | 185.3.140.0/24      | RU | ripencc  | 2012-09-20 | DTLN Dataline Ltd,RU
49071   | 146.159.130.106  | 146.159.0.0/16      | CH | ripencc  |            | SWISSTXT Schweizerische Radio- und Fernsehgesellschaft,CH
49071   | 146.159.130.147  | 146.159.0.0/16      | CH | ripencc  |            | SWISSTXT Schweizerische Radio- und Fernsehgesellschaft,CH
49120   | 46.173.33.230    | 46.173.32.0/19      | RU | ripencc  | 2011-01-28 | GORSET-AS Gorset Ltd.,RU
49125   | 46.172.142.238   | 46.172.128.0/19     | UA | ripencc  | 2010-12-13 | UTEAM-AS Uteam LTD,UA
49160   | 62.122.209.8     | 62.122.208.0/22     | RU | ripencc  | 2009-04-17 | ASTEIS-AS Torgovij Dom Asteis Ltd.,RU
49214   | 217.22.32.2      | 217.22.32.0/20      | NO | ripencc  | 2009-04-29 | GAULDALIKT-AS Gauldal IKT AS,NO
49223   | 109.108.233.1    | 109.108.224.0/19    | UA | ripencc  | 2009-10-30 | EVEREST-AS _Everest_ Broadcasting Company Ltd,UA
49223   | 141.138.125.212  | 141.138.96.0/19     | UA | ripencc  | 2011-06-30 | EVEREST-AS _Everest_ Broadcasting Company Ltd,UA
49232   | 193.169.164.126  | 193.169.164.0/23    | SE | ripencc  | 2009-07-21 | RACKFISH Rackfish AB,SE
49242   | 93.158.234.50    | 93.158.232.0/22     | PL | ripencc  | 2008-05-30 | INTERNETUNION1 Internet Union Spolka Akcyjna,PL
49254   | 188.92.212.155   | 188.92.208.0/21     | GE | ripencc  | 2009-05-04 | ALTERNET-AS Alternet Ltd,GE
49272   | 188.121.94.9     | 188.121.64.0/19     | SE | ripencc  | 2009-05-08 | BANVERKET Banverket,SE
49285   | 188.93.81.147    | 188.93.80.0/22      | BE | ripencc  | 2009-05-12 | ITAF ITAF bvba,BE
49337   | 193.26.209.100   | 193.26.209.0/24     | UA | ripencc  | 2009-05-20 | SYNERGET-NET-AS NPE Blinkov Oleksiy Volodymyrovych,UA
49342   | 178.215.90.10    | 178.215.64.0/18     | RU | ripencc  | 2010-07-06 | SPEEDYLINE Speedy Networks LLC,RU
49342   | 178.215.90.13    | 178.215.64.0/18     | RU | ripencc  | 2010-07-06 | SPEEDYLINE Speedy Networks LLC,RU
49360   | 91.214.72.26     | 91.214.72.0/22      | IT | ripencc  | 2009-05-26 | RPENGINEERING-AS RP ENGINEERING SAS DI ROMANO ALESSANDRO & C.S.A.S.,IT
49362   | 193.162.19.10    | 193.162.19.0/24     | DK | ripencc  |            | DSV DSV a/s,DK
49362   | 193.162.21.10    | 193.162.21.0/24     | DK | ripencc  |            | DSV DSV a/s,DK
49367   | 95.141.32.116    | 95.141.32.0/20      | IT | ripencc  | 2009-05-29 | ASSEFLOW Seflow S.N.C. Di Marco Brame_ & C.,IT
49375   | 178.17.252.242   | 178.17.240.0/20     | GB | ripencc  | 2010-04-07 | TRUNKNETWORKS Trunk Networks Limited,GB
49402   | 193.169.48.40    | 193.169.48.0/23     | SI | ripencc  | 2009-05-29 | HERMES-SOFTLAB-AS COMTRADE programske resitve d.o.o.,SI
49409   | 95.141.83.102    | 95.141.80.0/20      | NO | ripencc  | 2009-06-03 | DATAOPPDRAG DataOppdrag AS,NO
49420   | 91.212.242.241   | 91.212.242.0/24     | PL | ripencc  | 2009-06-04 | APLITT-AS APLITT S.A.,PL
49420   | 91.212.242.242   | 91.212.242.0/24     | PL | ripencc  | 2009-06-04 | APLITT-AS APLITT S.A.,PL
49420   | 91.212.242.243   | 91.212.242.0/24     | PL | ripencc  | 2009-06-04 | APLITT-AS APLITT S.A.,PL
49455   | 109.108.210.234  | 109.108.192.0/19    | NO | ripencc  | 2009-10-29 | LOQAL-AS Loqal AS,NO
49455   | 188.113.88.52    | 188.113.64.0/18     | NO | ripencc  | 2009-05-04 | LOQAL-AS Loqal AS,NO
49463   | 31.216.30.250    | 31.216.16.0/20      | FR | ripencc  | 2011-05-09 | ASN-LNC Les Nouveaux Constructeurs SA,FR
49463   | 46.21.113.41     | 46.21.112.0/20      | FR | ripencc  | 2010-11-04 | ASN-LNC Les Nouveaux Constructeurs SA,FR
49463   | 46.21.121.250    | 46.21.112.0/20      | FR | ripencc  | 2010-11-04 | ASN-LNC Les Nouveaux Constructeurs SA,FR
49463   | 46.21.125.250    | 46.21.112.0/20      | FR | ripencc  | 2010-11-04 | ASN-LNC Les Nouveaux Constructeurs SA,FR
49467   | 92.42.33.1       | 92.42.33.0/24       | TR | ripencc  | 2009-06-15 | INETMAR INETMAR Internet Hizmetleri Autonomous System (izmir),TR
49508   | 94.158.191.157   | 94.158.176.0/20     | RU | ripencc  | 2008-11-18 | KSTEL-AS KS-Telecom ltd,RU
49515   | 188.95.32.34     | 188.95.32.0/21      | SE | ripencc  | 2009-06-22 | SERVERCENTRALEN Colocation & Outsourcing i Norrort AB,SE
49544   | 185.52.12.47     | 185.52.12.0/22      | NL | ripencc  | 2014-03-27 | INTERACTIVE3D i3d B.V.,NL
49544   | 91.240.117.10    | 91.240.116.0/22     | NL | ripencc  | 2012-06-18 | INTERACTIVE3D i3d B.V.,NL
49567   | 31.217.241.213   | 31.217.240.0/21     | IE | ripencc  | 2011-08-18 | APTUS-AS Aptus Ltd,IE
49583   | 31.130.40.45     | 31.130.32.0/19      | RU | ripencc  | 2011-04-04 | KOM_LAN_LTD-AS Kom lan Ltd,RU
49588   | 176.101.215.66   | 176.101.192.0/19    | UA | ripencc  | 2011-11-15 | SLVNET-AS SDS-Vostok Ltd.,UA
49594   | 46.162.163.28    | 46.162.160.0/20     | FR | ripencc  | 2010-11-29 | AIE Altitude Infrastructure Exploitation SAS,FR
49604   | 217.146.65.59    | 217.146.64.0/20     | EE | ripencc  | 2009-05-13 | ZONE Zone Media LLC,EE
49605   | 31.13.143.238    | 31.13.136.0/21      | IT | ripencc  | 2011-04-18 | DTS-AS DIGITAL TELECOMMUNICATION SERVICES,IT
49613   | 188.130.160.7    | 188.130.160.0/23    | RU | ripencc  | 2009-03-31 | GRANIT-AS Granit Ltd.,RU
49624   | 188.93.175.49    | 188.93.175.0/24     | LU | ripencc  | 2009-05-15 | LUCIX LU-CIX Management,LU
49638   | 91.213.30.30     | 91.213.30.0/24      | ES | ripencc  | 2009-06-22 | CATNIX Consorci de Serveis Universitaris de Catalunya,ES
49640   | 188.64.120.31    | 188.64.120.0/21     | IT | ripencc  | 2009-07-20 | SPE-AS S.P.E.Sistemi e Progetti Elett,IT
49689   | 188.75.105.246   | 188.75.105.0/24     | IR | ripencc  | 2009-08-24 | HOMATELECOM Toseh Ertebatat Homa (Private Joint Stock),IR
49689   | 188.75.73.46     | 188.75.73.0/24      | IR | ripencc  | 2009-08-24 | HOMATELECOM Toseh Ertebatat Homa (Private Joint Stock),IR
49711   | 176.118.152.22   | 176.118.152.0/21    | BY | ripencc  | 2012-05-29 | FLYNET FlyNet Ltd,BY
49711   | 91.215.176.20    | 91.215.176.0/22     | BY | ripencc  | 2009-08-24 | FLYNET FlyNet Ltd,BY
49717   | 109.94.127.221   | 109.94.112.0/20     | RS | ripencc  | 2009-11-06 | BEOTELNETZR BEOTELNET d.o.o. ZRENJANIN,RS
49718   | 213.108.168.158  | 213.108.168.0/24    | RU | ripencc  | 2009-08-26 | NTS-REAL-AS Nizhnevolzhskie Telecommunication Networks Real Ltd.,RU
49719   | 77.87.93.147     | 77.87.88.0/21       | RO | ripencc  | 2007-05-31 | HIGH-TECH-UNITED High Tech United S.R.L.,RO
49724   | 91.215.220.21    | 91.215.220.0/22     | RU | ripencc  | 2009-08-27 | VAINAHTELECOM-AS CJSC Vainah Telecom,RU
49763   | 193.164.197.233  | 193.164.197.0/24    | FR | ripencc  | 2009-08-20 | EAM-AS EDITIONS AIXOISES MULTIMEDIA,FR
49770   | 194.28.121.227   | 194.28.120.0/22     | SE | ripencc  | 2010-05-03 | INTERNETPORT-AS Internetport Sweden AB,SE
49770   | 95.143.201.132   | 95.143.192.0/20     | SE | ripencc  | 2009-09-08 | INTERNETPORT-AS Internetport Sweden AB,SE
49779   | 109.72.66.14     | 109.72.64.0/20      | RU | ripencc  | 2009-09-10 | INVESTPRIBOR-AS Joint-Stock Company Investpribor,RU
49788   | 193.202.115.218  | 193.202.115.0/24    | NO | ripencc  | 2009-06-16 | NEXTHOP Nexthop As,NO
49788   | 91.218.185.66    | 91.218.184.0/22     | NO | ripencc  | 2010-08-02 | NEXTHOP Nexthop As,NO
49788   | 91.218.186.122   | 91.218.184.0/22     | NO | ripencc  | 2010-08-02 | NEXTHOP Nexthop As,NO
49800   | 31.47.196.230    | 31.47.192.0/21      | AM | ripencc  | 2011-03-22 | GNC-ALFA GNC-Alfa CJSC,AM
49800   | 46.19.102.138    | 46.19.96.0/21       | AM | ripencc  | 2010-11-12 | GNC-ALFA GNC-Alfa CJSC,AM
49800   | 46.19.96.146     | 46.19.96.0/21       | AM | ripencc  | 2010-11-12 | GNC-ALFA GNC-Alfa CJSC,AM
49800   | 46.19.96.146     | 46.19.96.0/21       | AM | ripencc  | 2010-11-12 | GNC-ALFA GNC-Alfa CJSC,AM
49800   | 62.89.10.125     | 62.89.0.0/19        | AM | ripencc  | 2004-12-14 | GNC-ALFA GNC-Alfa CJSC,AM
49808   | 109.68.104.41    | 109.68.104.0/21     | AT | ripencc  | 2009-09-14 | POWERSPEED-AS Energie AG Oberoesterreich Data GmbH,AT
49808   | 31.193.166.23    | 31.193.160.0/21     | AT | ripencc  | 2011-04-27 | POWERSPEED-AS Energie AG Oberoesterreich Data GmbH,AT
49824   | 91.225.201.253   | 91.225.200.0/22     | UA | ripencc  | 2011-02-18 | LVIV3-AS PC _Astra-net_,UA
49835   | 109.69.13.85     | 109.69.13.0/24      | ES | ripencc  | 2009-09-24 | GUIFINET-AS Fundacio guifi.net,ES
49835   | 109.69.8.210     | 109.69.8.0/24       | ES | ripencc  | 2009-09-24 | GUIFINET-AS Fundacio guifi.net,ES
49847   | 185.42.224.37    | 185.42.224.0/24     | IR | ripencc  | 2013-12-12 | RAYAZMA-AS Pardazeshgar Rayazma Ltd.,IR
49847   | 185.42.227.26    | 185.42.227.0/24     | IR | ripencc  | 2013-12-12 | RAYAZMA-AS Pardazeshgar Rayazma Ltd.,IR
49855   | 91.202.42.201    | 91.202.40.0/22      | DE | ripencc  | 2008-01-31 | PLUTEX PLUTEX GmbH,DE
49866   | 193.19.136.253   | 193.19.136.0/22     | FI | ripencc  | 2009-09-30 | LOOPBACK Loopback Oy,FI
49867   | 77.74.82.254     | 77.74.80.0/21       | CH | ripencc  | 2009-09-30 | XNETCONSULTING X-NetConsulting GmbH,CH
49889   | 176.98.9.185     | 176.98.0.0/19       | UA | ripencc  | 2011-10-04 | CRYSTAL-AS Crystal Telecom Ltd,CZ
49889   | 31.43.36.159     | 31.43.32.0/19       | UA | ripencc  | 2011-02-24 | CRYSTAL-AS Crystal Telecom Ltd,CZ
49893   | 89.22.129.71     | 89.22.128.0/20      | RU | ripencc  | 2011-07-11 | BITRACE-TELECOM Bitrace telecom Ltd.,RU
49895   | 213.5.10.56      | 213.5.8.0/21        | PL | ripencc  | 2009-09-28 | DCENTER-AS dcenter.pl Sp. z o.o.,PL
49896   | 185.33.48.59     | 185.33.48.0/23      | SI | ripencc  | 2013-08-15 | SI-JAPET JAPET d.o.o.,SI
49902   | 213.222.71.125   | 213.222.64.0/18     | FR | ripencc  | 2001-01-12 | SRR-AS SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,FR
49902   | 62.61.214.23     | 62.61.192.0/18      | RE | afrinic  | 2014-09-24 | SRR-AS SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,FR
49909   | 178.21.123.110   | 178.21.120.0/21     | RO | ripencc  | 2010-03-15 | DIRECT-ONE-AS DirectOne S.A.,RO
49909   | 178.21.123.98    | 178.21.120.0/21     | RO | ripencc  | 2010-03-15 | DIRECT-ONE-AS DirectOne S.A.,RO
49931   | 109.164.26.9     | 109.164.0.0/18      | CZ | ripencc  | 2009-10-14 | SITKOM-AS SITKOM spol. s r.o.,CZ
49931   | 109.164.3.74     | 109.164.0.0/18      | CZ | ripencc  | 2009-10-14 | SITKOM-AS SITKOM spol. s r.o.,CZ
49931   | 109.164.4.200    | 109.164.0.0/18      | CZ | ripencc  | 2009-10-14 | SITKOM-AS SITKOM spol. s r.o.,CZ
49941   | 194.107.127.5    | 194.107.127.0/24    | PT | ripencc  | 2007-12-21 | EUROTUX Eurotux Informatica SA,PT
49962   | 194.0.58.50      | 194.0.58.0/24       | GB | ripencc  | 2012-09-14 | ZERO Luke William Batchelor,EU
49962   | 194.0.58.54      | 194.0.58.0/24       | GB | ripencc  | 2012-09-14 | ZERO Luke William Batchelor,EU
49964   | 5.149.137.146    | 5.149.137.0/24      | BE | ripencc  | 2012-07-16 | VERIXI VERIXI SPRL,BE
49981   | 93.190.136.3     | 93.190.136.0/22     | NL | ripencc  | 2008-05-16 | WORLDSTREAM WorldStream,NL
50047   | 109.70.101.101   | 109.70.101.0/24     | AT | ripencc  | 2009-11-02 | UCN-AS UCND United City Network Development GmbH,AT
50056   | 178.18.118.101   | 178.18.112.0/20     | GB | ripencc  | 2010-04-13 | AI-NET Ai Networks Limited,GB
50056   | 31.24.110.69     | 31.24.104.0/21      | GB | ripencc  | 2011-02-23 | AI-NET Ai Networks Limited,GB
50071   | 213.176.238.5    | 213.176.236.0/22    | RU | ripencc  | 2009-03-10 | SRDV-AS Mobile TeleSystems PJSC,RU
50095   | 193.254.247.130  | 193.254.246.0/23    | PL | ripencc  | 2009-11-16 | HAPAY-AS SZCZECINSKI.COM,PL
50113   | 194.63.140.177   | 194.63.140.0/24     | RU | ripencc  | 2009-11-17 | SUPERSERVERSDATACENTER MediaServicePlus Ltd.,RU
50144   | 185.13.89.238    | 185.13.89.0/24      | LU | ripencc  | 2012-12-13 | DDITS-AS DuoDecad IT Services Luxembourg S.a r.l.,LU
50168   | 185.47.192.253   | 185.47.192.0/23     | SE | ripencc  | 2014-02-14 | BOGALNET Bogalnet AB,SE
50168   | 31.31.161.66     | 31.31.160.0/21      | SE | ripencc  | 2011-03-18 | BOGALNET Bogalnet AB,SE
50195   | 164.8.107.81     | 164.8.0.0/16        | SI | ripencc  |            | UM University of Maribor,SI
50195   | 164.8.3.174      | 164.8.0.0/16        | SI | ripencc  |            | UM University of Maribor,SI
50245   | 109.206.171.3    | 109.206.170.0/23    | EU | ripencc  | 2010-01-22 | SERVEREL Serverel Corp.,CZ
50266   | 31.201.120.157   | 31.201.0.0/16       | NL | ripencc  | 2011-04-28 | WIERICKE Vodafone Libertel B.V.,NL
50266   | 31.201.224.111   | 31.201.0.0/16       | NL | ripencc  | 2011-04-28 | WIERICKE Vodafone Libertel B.V.,NL
50266   | 5.132.52.148     | 5.132.0.0/17        | NL | ripencc  | 2012-07-02 | WIERICKE Vodafone Libertel B.V.,NL
50266   | 85.144.213.215   | 85.144.0.0/15       | NL | ripencc  | 2004-10-06 | WIERICKE Vodafone Libertel B.V.,NL
50288   | 193.104.203.11   | 193.104.203.0/24    | UA | ripencc  | 2009-12-14 | SFEROS-AS PE Kalinovskiy Dmitriy Alexandrovich,UA
50289   | 62.78.34.10      | 62.78.32.0/22       | RU | ripencc  | 2009-12-15 | WELLCOM Limited Liability Company WELLCOM-L,RU
50297   | 193.106.28.2     | 193.106.28.0/22     | UA | ripencc  | 2009-11-30 | INFIUM Infium, UAB,UA
50300   | 109.74.240.30    | 109.74.240.0/24     | GB | ripencc  | 2009-11-13 | CUSTDC Custodian Ltd.,GB
50300   | 109.74.250.214   | 109.74.248.0/22     | GB | ripencc  | 2009-11-13 | CUSTDC Custodian Ltd.,GB
50316   | 213.187.19.150   | 213.187.16.0/20     | IT | ripencc  | 2009-12-10 | TELEIMPIANTI-ASN Net Global Srl,IT
50324   | 178.19.210.242   | 178.19.208.0/20     | DE | ripencc  | 2010-05-21 | ORCO-GSG Hofnetz &IT Services GmbH,DE
50324   | 178.19.217.100   | 178.19.208.0/20     | DE | ripencc  | 2010-05-21 | ORCO-GSG Hofnetz &IT Services GmbH,DE
50343   | 109.233.152.242  | 109.233.152.0/22    | DE | ripencc  | 2009-12-22 | XING-AS XING AG,DE
50343   | 109.233.156.242  | 109.233.156.0/22    | DE | ripencc  | 2009-12-22 | XING-AS XING AG,DE
50391   | 193.104.240.4    | 193.104.240.0/24    | SI | ripencc  | 2009-12-23 | SI-LINIT LinIT, Informacijske Tehnologije, Stas Strozak, s.p.,SI
50392   | 193.106.147.252  | 193.106.147.0/24    | UA | ripencc  | 2010-01-04 | CAMPUS-RV-AS PE Pashinska Oksana Vasulivna,UA
50448   | 109.95.208.169   | 109.95.208.0/21     | RU | ripencc  | 2010-01-15 | SYSTEM-SERVICE-AS System Service Ltd.,RU
50448   | 91.219.25.170    | 91.219.24.0/22      | RU | ripencc  | 2010-09-02 | SYSTEM-SERVICE-AS System Service Ltd.,RU
50463   | 109.226.21.112   | 109.226.21.0/24     | IL | ripencc  | 2010-01-21 | TRIPLEC-ASN Triple C Computation Ltd.,IL
50463   | 185.3.144.94     | 185.3.144.0/24      | IL | ripencc  | 2012-09-20 | TRIPLEC-ASN Triple C Computation Ltd.,IL
50463   | 37.19.116.255    | 37.19.116.0/24      | IL | ripencc  | 2011-12-22 | TRIPLEC-ASN Triple C Computation Ltd.,IL
50463   | 5.22.131.91      | 5.22.130.0/23       | IL | ripencc  | 2012-05-03 | TRIPLEC-ASN Triple C Computation Ltd.,IL
50473   | 81.163.16.135    | 81.163.16.0/20      | RU | ripencc  | 2011-08-23 | ECO-AS Altagen CJSC,RU
50477   | 46.19.112.166    | 46.19.112.0/22      | RU | ripencc  | 2010-11-12 | SV-EN-AS Svyaz-Energo Ltd,RU
50477   | 46.19.112.166    | 46.19.112.0/22      | RU | ripencc  | 2010-11-12 | SV-EN-AS Svyaz-Energo Ltd,RU
50505   | 193.106.216.32   | 193.106.216.0/22    | PL | ripencc  | 2010-01-20 | ATS-AS ATS sp.j.,PL
50522   | 109.235.34.215   | 109.235.32.0/21     | NL | ripencc  | 2010-01-22 | POCOS POCOS B.V.,NL
50535   | 193.107.56.118   | 193.107.56.0/22     | FR | ripencc  | 2010-02-05 | EUSKILL-AS Euskill SARL,FR
50542   | 109.195.55.51    | 109.195.48.0/20     | RU | ripencc  | 2009-10-27 | VORONEZH-AS JSC _ER-Telecom Holding_,RU
50543   | 109.195.21.100   | 109.195.16.0/20     | RU | ripencc  | 2009-10-27 | SARATOV-AS JSC _ER-Telecom Holding_,RU
50543   | 188.232.36.222   | 188.232.0.0/18      | RU | ripencc  | 2011-01-26 | SARATOV-AS JSC _ER-Telecom Holding_,RU
50558   | 37.32.120.67     | 37.32.120.0/24      | IR | ripencc  | 2012-01-03 | SYSTEC-AS Rayaneh Pardazan Baran Co. Ltd.,IR
50581   | 31.43.33.102     | 31.43.33.0/24       | UA | ripencc  | 2011-02-24 | UTG Ukraine telecommunication group Ltd.,UA
50581   | 31.43.33.103     | 31.43.33.0/24       | UA | ripencc  | 2011-02-24 | UTG Ukraine telecommunication group Ltd.,UA
50581   | 31.43.63.57      | 31.43.63.0/24       | UA | ripencc  | 2011-02-24 | UTG Ukraine telecommunication group Ltd.,UA
50583   | 46.33.190.101    | 46.33.190.0/24      | FR | ripencc  | 2010-09-10 | INDEX-EDUCATION Index Education SAS,FR
50585   | 185.53.85.5      | 185.53.84.0/22      | FI | ripencc  | 2014-04-08 | DATASAFE-AS Suomen Datasafe Oy,FI
50599   | 193.105.125.20   | 193.105.125.0/24    | PL | ripencc  | 2010-02-16 | DATAINVEST-AS Data Invest Spolka z ograniczona odpowiedzialnoscia s.k.a.,PL
50621   | 109.239.195.153  | 109.239.195.0/24    | DE | ripencc  | 2010-02-15 | OMG-AS OMG.de GmbH,DE
50629   | 31.209.95.2      | 31.209.80.0/20      | DE | ripencc  | 2011-05-02 | LWLCOM LWLcom GmbH,DE
50633   | 193.107.74.249   | 193.107.72.0/22     | UA | ripencc  | 2010-02-18 | NET-CITY-AS PE Osaula Mihail Dmitrovich,UA
50648   | 31.41.69.168     | 31.41.64.0/21       | UA | ripencc  | 2011-03-21 | UAINET-AS PE UAinet,GB
50673   | 178.21.17.151    | 178.21.16.0/21      | NL | ripencc  | 2010-03-09 | SERVERIUS-AS Serverius Holding B.V.,NL
